time,joint1,joint2,joint3,joint4,joint5
1749040698.0681727,-0.35190001130104065,-19.125,-14.626799583435059,-2.187082052230835,0.16954125463962555
1749040698.1681178,9.16469955444336,-31.410900115966797,-3.748500108718872,-3.814678192138672,2.627889394760132
1749040698.2680583,2.3868000507354736,-29.8656005859375,-9.149399757385254,-4.37416410446167,1.8819078207015991
1749040698.3687801,4.972499847412109,-21.940200805664062,-12.775500297546387,-5.32359504699707,1.9327702522277832
1749040698.468668,6.334199905395508,-25.780500411987305,-11.520899772644043,-5.916989803314209,2.288806915283203
1749040698.568323,1.1016000509262085,-27.754199981689453,-12.239999771118164,-5.730494022369385,1.7971372604370117
1749040698.66847,2.478600025177002,-21.14459991455078,-15.330599784851074,-4.73020076751709,1.4919630289077759
1749040698.768137,4.5594000816345215,-22.842899322509766,-13.907699584960938,-4.764109134674072,1.7632290124893188
1749040698.8682158,1.6217999458312988,-23.562000274658203,-13.708800315856934,-4.01812744140625,1.7462748289108276
1749040698.9682004,2.922300100326538,-23.225400924682617,-13.555800437927246,-4.255485534667969,1.4919630289077759
1749040699.068204,3.503700017929077,-22.91939926147461,-12.347100257873535,-2.6109352111816406,1.5936877727508545
1749040699.1683207,2.4939000606536865,-22.995899200439453,-12.45419979095459,-2.3227150440216064,1.18678879737854
1749040699.2682855,2.891700029373169,-22.460399627685547,-12.729599952697754,-3.017834186553955,1.2037428617477417
1749040699.3681507,7.97130012512207,-23.975099563598633,-8.476200103759766,-2.356623411178589,2.0344951152801514
1749040699.468592,4.13100004196167,-25.2908992767334,-11.536199569702148,-2.933063507080078,1.0681098699569702
1749040699.5683136,1.6829999685287476,-23.623199462890625,-11.55150032043457,-2.7974305152893066,1.5089170932769775
1749040699.6683397,2.1572999954223633,-23.30190086364746,-12.591899871826172,-3.6281826496124268,1.1698346138000488
1749040699.7682495,1.6983000040054321,-25.428600311279297,-11.658599853515625,-4.831925392150879,2.3227150440216064
1749040699.8686824,4.375800132751465,-23.424299240112305,-10.771200180053711,-5.255778789520264,2.204036235809326
1749040699.968301,5.5233001708984375,-23.730300903320312,-9.700200080871582,-4.933650493621826,2.204036235809326
1749040700.0683131,4.850100040435791,-19.72170066833496,-12.989700317382812,-5.408365726470947,2.2379446029663086
1749040700.168067,5.110199928283691,-22.582799911499023,-11.214900016784668,-5.120145797729492,2.441394090652466
1749040700.2686346,2.9070000648498535,-23.852699279785156,-11.123100280761719,-4.577613830566406,2.475302219390869
1749040700.3682458,2.585700035095215,-24.556499481201172,-11.536199569702148,-4.882788181304932,2.37357759475708
1749040700.4681444,4.94189977645874,-19.782899856567383,-11.214900016784668,-3.9672653675079346,1.915816068649292
1749040700.5683517,5.492700099945068,-20.471399307250977,-10.924200057983398,-3.4925496578216553,1.8649537563323975
1749040700.668639,5.263199806213379,-20.808000564575195,-11.291399955749512,-3.4416873455047607,1.8649537563323975
1749040700.768359,0.9639000296592712,-23.28660011291504,-12.591899871826172,-3.017834186553955,1.4919630289077759
1749040700.8683593,1.7288999557495117,-20.226600646972656,-12.025799751281738,-3.2212836742401123,1.6106418371200562
1749040700.968113,2.371500015258789,-19.125,-12.392999649047852,-2.9500176906585693,1.3902382850646973
1749040701.0681427,3.3966000080108643,-18.650699615478516,-9.65429973602295,-2.712660074234009,1.0681098699569702
1749040701.1681552,2.9070000648498535,-19.675800323486328,-12.148200035095215,-2.661797523498535,1.4411005973815918
1749040701.268067,4.115699768066406,-18.834299087524414,-10.95479965209961,-2.644843578338623,1.18678879737854
1749040701.368514,4.008600234985352,-19.170900344848633,-12.392999649047852,-2.8482930660247803,1.4411005973815918
1749040701.4682105,3.167099952697754,-21.802499771118164,-11.092499732971191,-3.916402816772461,2.4922564029693604
1749040701.5684235,4.406400203704834,-20.1653995513916,-10.097999572753906,-3.560366153717041,1.9327702522277832
1749040701.6682155,5.737500190734863,-20.4867000579834,-9.96030044555664,-3.8824946880340576,1.5936877727508545
1749040701.768269,5.293799877166748,-19.369800567626953,-11.107799530029297,-3.7807698249816895,1.9497243165969849
1749040701.868106,5.507999897003174,-20.410200119018555,-11.184300422668457,-3.8994486331939697,2.2379446029663086
1749040701.9679983,4.727700233459473,-20.54789924621582,-12.117600440979004,-4.39111852645874,1.6615042686462402
1749040702.067967,3.9779999256134033,-20.31839942932129,-11.582099914550781,-4.323301792144775,1.9497243165969849
1749040702.168028,4.115699768066406,-19.063800811767578,-10.908900260925293,-3.662091016769409,1.6106418371200562
1749040702.268016,4.452300071716309,-19.125,-10.740599632263184,-3.5942745208740234,2.288806915283203
1749040702.3680954,4.4217000007629395,-18.71190071105957,-11.398500442504883,-3.933357000350952,1.5767335891723633
1749040702.4681394,2.4326999187469482,-17.625600814819336,-12.775500297546387,-3.475595712661743,1.3563300371170044
1749040702.5681682,2.922300100326538,-16.12619972229004,-12.25529956817627,-3.7129533290863037,1.0850640535354614
1749040702.6681213,2.6928000450134277,-14.305500030517578,-11.168999671936035,-3.085650682449341,1.2715593576431274
1749040702.7682955,3.5190000534057617,-12.102299690246582,-10.725299835205078,-2.8482930660247803,1.1528805494308472
1749040702.8681214,3.059999942779541,-12.041099548339844,-11.06190013885498,-2.746568202972412,1.3563300371170044
1749040702.9681005,3.687299966812134,-11.582099914550781,-11.67389965057373,-2.9839260578155518,1.3563300371170044
1749040703.068074,3.2130000591278076,-11.628000259399414,-12.377699851989746,-2.7974305152893066,1.373284101486206
1749040703.168144,4.115699768066406,-11.55150032043457,-11.245499610900879,-3.458641529083252,2.0514490604400635
1749040703.2682657,4.436999797821045,-11.2608003616333,-10.57229995727539,-3.102604866027832,1.8479995727539062
1749040703.3679678,4.5594000816345215,-10.83240032196045,-9.914400100708008,-3.187375545501709,2.204036235809326
1749040703.4680502,4.605299949645996,-10.893600463867188,-10.985400199890137,-3.5773203372955322,1.458054780960083
1749040703.5682135,4.452300071716309,-10.404000282287598,-11.612700462341309,-3.9503111839294434,1.729320764541626
1749040703.6681447,4.467599868774414,-10.755900382995605,-10.924200057983398,-3.7129533290863037,1.8479995727539062
1749040703.7681036,4.360499858856201,-10.985400199890137,-11.4443998336792,-3.5264580249786377,1.6615042686462402
1749040703.868062,3.886199951171875,-10.220399856567383,-11.15369987487793,-3.4077792167663574,1.4241465330123901
1749040703.9679956,4.054500102996826,-10.465200424194336,-11.046600341796875,-3.272146224975586,1.9497243165969849
1749040704.0680995,4.100399971008301,-10.618200302124023,-10.86299991607666,-3.2382378578186035,1.7632290124893188
1749040704.168117,2.2490999698638916,-11.413800239562988,-11.015999794006348,-3.373870849609375,1.6275960206985474
1749040704.268334,2.8763999938964844,-10.618200302124023,-11.138400077819824,-3.1195590496063232,1.678458333015442
1749040704.3680913,3.167099952697754,-10.618200302124023,-11.138400077819824,-3.6281826496124268,1.5767335891723633
1749040704.4680839,3.2894999980926514,-10.296899795532227,-10.740599632263184,-2.6787517070770264,1.1528805494308472
1749040704.56821,3.304800033569336,-10.602899551391602,-10.710000038146973,-3.289100170135498,1.4411005973815918
1749040704.6681013,3.9014999866485596,-10.740599632263184,-11.168999671936035,-3.000880241394043,1.6615042686462402
1749040704.7680488,3.5190000534057617,-10.694700241088867,-11.383199691772461,-3.0347883701324463,1.1698346138000488
1749040704.8682141,3.7026000022888184,-10.34280014038086,-11.918700218200684,-3.2212836742401123,1.8479995727539062
1749040704.968139,3.411900043487549,-10.388699531555176,-11.245499610900879,-3.2382378578186035,1.7462748289108276
1749040705.068223,3.9014999866485596,-10.495800018310547,-10.939499855041504,-3.390825033187866,2.1362197399139404
